time,accel x,accel y,accel z,gyro y,gyro x,gyro z
1515654187499,1.1933899,8.039459,3.9468994,0.9808197,1.9752045,1.0444489
1515654187602,9.690414,5.729065,3.664383,1.6806946,2.2628174,1.2798615
1515654187704,-1.8352661,5.554291,2.242218,1.1193085,2.2756042,-0.24133301
1515654187808,2.5963898,4.270996,0.5950165,-0.63305664,1.3008881,-0.8389435
1515654187911,-0.3963623,8.226212,2.7545776,1.0617828,-0.17875671,-0.35850525
1515654188014,2.0002441,7.8120117,1.624527,1.3611145,1.8335266,-0.057037354
1515654188116,2.328247,6.7394104,0.9924469,1.3003998,1.0271149,0.1272583
1515654188218,-2.4960632,10.1032715,-1.4687805,1.0948029,1.2944946,-0.559845
1515654188320,1.9786987,10.146362,-0.7026367,0.79226685,1.1016846,-0.50871277
1515654188423,1.8901062,10.491135,-0.49195862,0.25750732,0.3048706,-0.76330566
1515654188525,2.9100342,12.468735,-0.11845398,-0.29110718,1.424469,0.46813965
1515654188626,1.8661652,13.840622,0.84161377,-2.4781036,-0.009384155,2.2460632
1515654188729,4.866104,8.697876,2.8407745,-0.6788635,1.5491028,1.6793365
1515654188832,-2.546341,7.5893555,1.6652222,-0.12918091,1.7408447,1.3842621
1515654188935,2.845398,6.7130737,3.4656677,0.697464,0.7064667,0.59277344
1515654189037,3.779129,6.780121,5.194275,0.7432709,1.4276581,0.055877686
1515654189139,2.8717346,6.2581787,6.807968,0.116882324,0.4859619,0.5597534
1515654189242,9.1493225,9.701035,4.866272,-0.20162964,-1.6850433,2.4889374
1515654189344,2.5700684,17.300232,-4.6339264,1.6263733,-1.4421692,-0.4405365
1515654189448,0.23092651,11.353043,-1.3945618,1.1789551,-1.0458832,-0.6738281
1515654189550,3.5947723,8.405777,1.7849274,0.70918274,-0.17982483,-0.5332184
1515654189652,1.6435089,8.439301,0.5207977,0.5610962,-0.56544495,-0.4128418
1515654189754,2.2635956,9.200653,-0.04423523,0.54725647,-0.66877747,-0.653595
1515654189856,4.1358643,9.835114,-0.5709686,0.17547607,-0.83177185,-0.5140381
1515654189959,-3.4729004,14.206924,-2.4288635,-1.147583,0.2068634,1.3927917
1515654190061,3.142273,11.52063,2.8790894,-1.0335999,-0.8765106,0.842041
1515654190164,0.63793945,5.657242,2.0602722,-0.96754456,0.44654846,0.8782654
1515654190266,2.0768585,6.650833,2.929367,-0.3475647,0.1365509,0.16879272
1515654190369,5.766327,7.088974,3.985199,-0.0460968,0.34109497,-0.008041382
1515654190471,3.5085907,7.718643,3.044281,-0.45515442,0.18023682,-0.06556702
1515654190574,5.9195557,8.855881,5.9005585,0.74220276,-0.47917175,-0.4181671
1515654190676,2.5317535,-1.4966431,9.673828,-0.3156128,-1.072525,-1.3747711
1515654190779,-0.4179077,6.3156433,4.6244507,-0.073791504,-0.45680237,-0.7515869
1515654190881,2.311493,9.413742,0.45854187,0.54086304,-1.6126099,-0.6429291
1515654190983,2.3881073,9.413742,0.48727417,0.38746643,-0.68370056,-0.36810303
1515654191085,2.8860931,8.511124,1.083435,0.3768158,-0.6847687,-0.54493713
1515654191188,2.6155548,9.504715,-0.14479065,0.33847046,-0.6240387,-0.7878113
1515654191292,2.9818573,11.848633,-0.8391113,-0.12173462,-0.06690979,0.75468445
1515654191394,-2.6995697,11.44162,-0.8558655,-1.260498,-0.15638733,0.058013916
1515654191496,1.0186157,11.702591,0.7243042,-0.8738098,0.030029297,0.57891846
1515654191601,1.6459045,8.204666,2.1368866,-0.9696808,0.18556213,0.66308594
1515654191703,2.1893768,7.8934174,3.3986206,-0.50523376,0.54881287,0.6055603
1515654191805,3.4056396,6.622101,4.7657166,0.5121002,0.6095276,0.16134644
1515654191908,3.5325317,8.022705,6.523056,-0.15582275,1.3030243,0.635376
1515654192010,3.3050842,24.106949,1.7657776,-0.6543579,-1.0192566,0.58638
1515654192111,2.5796356,20.925064,-0.80081177,1.5294342,-0.6261749,-0.78567505
1515654192214,-0.8416748,9.708221,-0.36984253,1.5869598,-0.8733063,-0.928421
1515654192316,2.2971191,7.8191986,-0.26689148,0.66230774,-0.53456116,-0.59606934
1515654192419,1.9523621,9.32515,1.2725677,0.16375732,-0.9766388,-0.45437622
1515654192521,2.256424,8.051437,1.2558136,-0.1984253,-0.547348,-0.52682495
1515654192625,2.5365448,9.454437,-0.26689148,-0.5744629,-1.0139313,-0.2871399
1515654192728,0.6977997,12.145523,0.86795044,-1.3968506,-0.6016693,0.8100891
1515654192830,3.3218384,11.096863,4.1934967,-0.36886597,0.42736816,0.9869232
1515654192933,-0.30297852,7.290085,2.1201172,-0.7800598,0.89183044,0.6620178
1515654193035,4.0544586,7.663574,4.6747284,0.64419556,0.9536133,0.21885681
1515654193140,3.4223938,9.382614,0.3484192,0.8316803,0.46998596,0.20288086
1515654193243,1.6171722,8.841522,6.5637665,-0.7246704,-0.02961731,0.5821228
1515654193346,1.5836487,8.661957,3.9947815,-0.16221619,1.4074249,0.19543457
1515654193450,1.9427795,8.175934,4.66037,-0.34649658,0.74269104,-0.003768921
1515654193554,-0.0061035156,6.9620667,5.1344147,-0.17926025,0.3645172,-0.23919678
1515654193656,-3.7769623,17.870056,6.3195496,-2.233078,-0.5675812,-0.15397644
1515654193759,3.9227905,15.200516,6.436859,0.41941833,0.9056854,-1.0583954
1515654193862,-0.049194336,7.1775513,7.2485046,1.1672363,-2.93779,-0.848526
1515654193964,2.493454,6.1264954,1.3898926,1.6348877,-0.112716675,-0.7430725
1515654194066,2.1726227,9.356277,1.2246857,0.5621643,-0.4940796,-0.4597168
1515654194169,2.1079865,8.307617,0.82725525,0.7294159,-0.6517334,-0.3467865
1515654194271,1.4878845,9.708221,0.85598755,0.36828613,-0.86479187,-0.5001831
1515654194374,2.0481262,9.416138,-0.30760193,-0.025863647,-0.89035034,-0.52256775
1515654194476,3.027359,9.152771,0.47531128,-0.5648804,-0.98516846,-0.5843506
1515654194581,-1.8951263,13.960327,-1.2485199,-1.9028473,-0.67837524,1.4055634
1515654194683,5.052841,12.856598,2.9221802,-0.76408386,0.9781189,1.0678864
1515654194786,-1.1385651,6.7274475,0.44418335,-0.8716736,1.0345764,0.94750977
1515654194890,3.2619781,6.310852,2.9269714,-0.23571777,0.5775757,0.9805298
1515654194992,3.1566467,7.345154,4.612488,0.21702576,0.5541382,0.44256592
1515654195094,3.159027,7.737793,4.4257355,-0.019470215,1.0931702,0.44256592
1515654195196,4.7224426,6.3515472,3.7864838,0.5312805,0.4252472,0.3115387
1515654195299,12.695145,22.165253,2.3188324,-0.111083984,-2.2112885,2.8394165
1515654195400,-0.099472046,16.747177,-0.9707947,1.3802948,-2.3891907,-1.5228424
1515654195503,5.8237762,10.376205,0.45614624,1.1587219,-1.1119385,-1.0189667
1515654195605,2.0792542,8.434509,1.2486267,0.7070465,0.006591797,-0.66529846
1515654195707,1.4328156,8.939682,0.9709015,0.8636322,-0.2991333,-0.45437622
1515654195810,1.4950714,10.165512,-0.786438,0.27241516,-1.0757141,-0.56303406
1515654195911,5.210861,8.451263,0.59980774,0.034866333,-0.4397583,-0.45118713
1515654196013,0.46076965,13.25882,1.004425,-0.24316406,-0.33003235,0.6130066
1515654196116,2.4120483,14.149475,1.6652222,-1.6354675,-2.15802,1.6921234
1515654196219,0.68582153,8.1232605,1.253418,-1.2754059,-0.16384888,0.6897125
1515654196321,0.070510864,7.0913544,2.795288,-0.80989075,0.8566742,1.0518951
1515654196424,4.940323,7.8503265,4.262924,-0.10787964,1.1698608,0.3818512
1515654196526,3.4199982,7.076996,3.7481842,0.23086548,1.7046204,0.5799866
1515654196628,1.0760803,4.5702667,4.6507874,0.6303406,0.90141296,0.060134888
1515654196730,-1.229538,21.877945,8.206177,0.034866333,-0.8530731,-0.3105774
1515654196835,-0.5759125,7.484009,2.1225128,1.2790985,-0.046661377,-2.0171204
1515654196937,-0.4490204,5.6452637,8.483902,0.76882935,0.0619812,-0.70791626
1515654197039,1.7536316,7.5941467,0.4824829,1.0394135,-0.35133362,-0.6120453
1515654197143,2.0529175,8.228607,1.4449615,0.9850769,-1.1225891,-0.6173706
1515654197246,2.900467,8.834335,-0.0418396,0.022079468,-1.470932,-0.6429291
1515654197348,2.316269,9.104889,-0.11128235,-0.11427307,-0.4056549,-0.48846436
1515654197450,-1.3588257,17.518112,-2.8406677,-1.4863281,0.29634094,1.2361908
1515654197552,3.312271,10.242126,1.9836578,-0.9451752,0.97491455,1.2031708
1515654197653,0.25486755,5.657242,2.5750122,-1.133728,0.57225037,0.9485626
1515654197755,1.3059235,6.8112335,2.364334,-0.36886597,1.0697327,0.7866516
1515654197859,4.2076874,7.938904,4.4927673,0.16375732,0.6031494,0.760025
1515654197962,4.8876495,7.1272736,4.713043,0.09983826,0.86839294,0.9581604
1515654198064,3.3697205,5.149658,4.4017944,1.0564575,0.4263153,0.12831116
1515654198169,7.427902,1.3644257,-0.5805359,-2.1883392,2.2159576,-0.3478546
1515654198272,0.89411926,11.159103,0.10180664,-0.18670654,-1.2056732,-0.0016479492
1515654198373,3.6378784,7.0841827,3.7864838,0.730484,-0.53030396,-0.9326935
1515654198476,1.6865997,8.966019,0.5782623,0.6612396,0.1472168,-0.47355652
1515654198578,2.335434,9.741745,-0.2692871,0.5536499,-0.7976837,-0.47676086
1515654198681,3.3050842,8.618866,0.846405,-2.90E-04,-0.6016693,-0.46290588
1515654198783,3.3457794,8.896591,-0.9636078,-0.93452454,-0.549469,-0.40963745
1515654198889,-1.1241913,12.40889,-1.5406189,-1.625885,-0.016845703,1.2979736
1515654198991,4.3776855,10.78801,2.0626678,-0.73638916,1.1592102,1.1211395
1515654199094,2.65625,6.6843414,2.3739014,-0.00881958,1.9336548,1.031662
1515654199197,4.648224,8.913345,2.4122162,0.92115784,2.1499023,0.95602417
1515654199301,3.4990082,7.5726013,2.8647156,0.777359,2.0337982,0.77279663
1515654199403,4.166992,6.5023804,3.8630981,0.89559937,1.7014313,0.7845154
1515654199505,3.7743378,12.511841,6.9588013,0.9307556,1.4489594,0.35627747
1515654199608,-1.7442932,10.86702,7.325119,0.82528687,0.9919586,-1.8690491
1515654199710,-1.0451813,9.612457,5.108078,0.7901306,0.8662567,-0.51297
1515654199814,2.845398,7.108124,2.03154,1.1363525,1.55336,-0.50445557
1515654199916,1.4759064,9.198257,0.72190857,1.0926666,0.79063416,-0.23280334
1515654200019,1.6051941,10.081726,0.8368225,0.6867981,0.29208374,-0.1859436
1515654200120,2.3665466,9.552597,-0.20704651,0.34059143,0.12057495,-0.34146118
1515654200222,3.0536957,8.867859,0.7266998,-0.12173462,-0.04133606,-0.3670349
1515654200324,0.34106445,9.669922,-3.6116028,-1.9039154,0.7086029,-0.23493958
1515654200427,7.0807343,13.146301,-4.1885986,-1.2242737,-0.629364,1.5163574
1515654200531,3.621109,10.962784,-1.1671143,-0.026916504,2.8774872,1.1765289
1515654200636,3.937149,8.805603,3.4800262,0.66763306,3.6316833,0.8612213
1515654200740,1.5357666,8.638016,2.3595428,0.46522522,2.205307,1.3065033
1515654200842,3.0584717,7.366699,2.6779633,1.0319519,1.904892,1.6175537
1515654200944,6.51091,7.72583,2.249405,1.370697,2.3054352,1.6122284
1515654201047,4.2076874,5.5973816,2.9461212,0.730484,1.4084778,0.86761475
1515654201151,-0.087509155,1.3117523,5.2684937,-1.2082977,2.9286194,-1.7955475
1515654201254,3.9970093,9.291626,1.684372,0.43113708,0.18449402,-0.8357544
1515654201359,-1.0619354,8.676315,0.86076355,0.96803284,1.2092743,-0.78567505
1515654201466,1.9858704,7.7593384,0.80810547,1.1406097,1.666275,-0.35743713
1515654201569,0.070510864,9.349091,0.16885376,0.53660583,-0.33003235,-0.49380493
1515654201672,2.8860931,8.377045,0.15927124,0.14671326,-0.45040894,-0.5204315
1515654201776,-1.7682343,14.949127,1.0163879,0.056167603,1.0367126,1.2766724
1515654201879,-0.29818726,13.601196,4.4137726,-1.4458618,-2.1601562,1.5504456
1515654201981,1.0497437,6.2031097,1.2821503,-1.2051086,0.40820312,1.0050354
1515654202084,-1.0092773,6.0450897,4.1144867,-0.9015045,0.5413513,1.174408
1515654202186,3.858139,7.4552765,4.50235,-0.11747742,0.36772156,0.62472534
1515654202289,4.404022,8.149597,5.692276,-0.12385559,1.6502991,0.5544281
1515654202394,3.0608673,4.247055,6.0418243,0.33740234,0.52963257,0.4361725
1515654202497,20.842606,19.383194,0.82725525,0.7869415,-1.7777252,2.9342194
1515654202600,0.2788086,19.610641,-0.24534607,1.687088,-2.2613525,-1.4013977
1515654202708,3.7144928,8.81279,2.5079803,0.6889343,-1.02565,-0.9135132
1515654202810,3.1470642,8.183121,1.3084869,1.0436707,-0.35986328,-0.66529846
1515654202912,0.8605957,7.912567,-0.04423523,1,-0.4482727,-0.65997314
1515654203014,1.8829193,10.270859,-0.11605835,0.07321167,-1.3825073,-0.58540344
1515654203116,3.906021,7.8191986,1.253418,-0.20056152,-0.8488159,-0.44799805
1515654203221,-5.9485016,16.318619,-2.0625458,-1.3712921,-0.09567261,0.7014313
1515654203324,4.976227,11.077713,4.4688263,-0.7566223,0.18875122,1.177597
1515654203426,-0.85365295,5.6644135,1.5263519,-1.067688,0.26332092,0.55122375
1515654203528,1.4663391,6.6173096,3.2861023,-0.9558258,-0.056259155,0.86761475
1515654203630,6.233185,6.1504364,5.328354,0.19038391,0.06732178,0.32539368
1515654203733,2.9818573,8.841522,3.7242432,-0.06100464,1.1719971,0.59384155
1515654203836,3.2955017,13.5030365,3.7218475,0.7283478,-0.24053955,1.0242004
1515654203940,0.50865173,10.6970215,1.6700134,1.1896057,-2.9409943,-2.3004913
1515654204042,2.529358,5.7434235,4.6579742,0.810379,-1.3601379,-1.4504089
1515654204145,1.3562012,7.0650177,1.174408,0.61968994,-0.8488159,-0.4874115
1515654204247,1.6195679,9.186295,0.18800354,0.6793518,-0.76252747,-0.5204315
1515654204356,0.5637207,9.708221,-1.8949585,0.5110321,-0.5505371,-0.40431213
1515654204458,2.2444458,9.389801,-0.3267517,-0.10043335,-1.2706604,-0.47994995
1515654204561,2.1846008,10.92926,-0.5039215,-0.6447754,0.11206055,0.17092896
1515654204663,2.2899323,14.099182,-0.8391113,-2.6634521,-2.109024,1.1722717
1515654204769,5.569992,9.569366,2.292511,-0.9441223,0.7821045,0.91874695
1515654204873,-2.9820862,7.1344604,2.3068695,-0.8130951,0.500885,1.2170105
1515654204976,3.5421143,6.646042,3.5733948,0.28199768,0.5125885,0.31900024
1515654205079,5.672943,7.081787,3.7745209,0.63461304,1.476654,0.6343231
1515654205182,4.2627563,4.9006653,4.4855957,0.4641571,0.94615173,0.48625183
1515654205284,2.098404,28.880997,3.8654938,-0.91108704,-1.4378967,0.8356476
1515654205387,4.4327545,20.862808,1.004425,1.7254333,-0.34707642,-0.6205597
1515654205489,2.3857117,9.229385,1.3348236,1.1480713,-0.31298828,-0.9167023
1515654205592,3.8940582,7.191925,1.8495789,1.0308838,-0.009384155,-0.6386719
1515654205694,1.1862183,8.130447,0.54473877,0.8647003,-0.66877747,-0.17848206
1515654205796,1.849411,10.242126,-0.9731903,0.16696167,-1.3729248,-0.59606934
1515654205900,3.4990082,9.727371,0.3819275,-0.11747742,-0.8232422,-0.71110535
1515654206005,-0.42507935,13.354599,-3.300354,-1.5268097,0.4018097,0.9400482
1515654206108,5.9698334,10.189453,6.542206,-1.0719452,-1.1023407,1.4673462
1515654206211,1.7344818,6.899826,2.2254639,-0.30389404,1.3520203,0.97413635
1515654206313,0.2381134,7.0410767,3.2669373,0.036987305,1.314743,1.3171539
1515654206417,5.1845245,7.7569427,4.5670013,0.20210266,0.8332367,0.89849854
1515654206524,2.1606598,8.029892,4.7345886,-0.16540527,1.2422943,0.7067566
1515654206626,3.4750671,4.2614136,4.5406647,0.77841187,1.3605499,0.46174622
1515654206727,6.8868103,-5.0831604,8.658691,0.2319336,1.7866516,-1.6943512
1515654206830,-3.5495148,7.8120117,-0.43928528,1.1683044,-1.3345795,-1.2352295
1515654206932,4.8732758,9.636398,1.7418365,0.5792084,-1.1268463,-0.57369995
1515654207034,3.3026886,8.930115,0.57107544,0.9094391,-0.3183136,-0.48527527
1515654207136,1.2676086,8.949265,0.08026123,0.56643677,-0.9670563,-0.35211182
1515654207237,1.933197,9.502319,-0.5470123,0.10411072,-1.4624023,-0.62483215
1515654207341,4.2579803,8.87265,1.0690613,-0.2879181,-0.90634155,-0.6365509
1515654207443,-0.54000854,13.945953,-1.3969574,-0.831192,0.091812134,0.75575256
1515654207545,4.521332,10.227768,4.7274017,-0.53292847,-0.5260315,1.0668182
1515654207647,-1.0619354,7.888626,1.3755188,-0.48284912,0.27078247,0.9432373
1515654207750,0.47512817,9.499924,1.4497375,-0.7278595,1.1901093,1.1616211
1515654207852,1.9212341,9.566971,3.681137,0.105163574,1.6865234,0.88998413
1515654207954,2.6466827,9.14798,1.3827057,0.716629,1.2806549,0.36054993
1515654208061,1.7129364,8.49675,2.4337616,0.33740234,0.4848938,0.21885681
1515654208164,3.6115417,9.210236,3.171173,-0.05355835,-0.25971985,0.081451416
1515654208266,1.9715118,8.676315,4.578964,0.18612671,-0.31510925,-0.15078735
1515654208368,3.7815247,7.6132965,3.4010162,-0.18138123,-0.48661804,-0.36489868
1515654208469,2.5006256,7.325989,3.6931152,-0.10787964,-0.75187683,-0.1433258
1515654208572,3.7887115,10.041016,5.036255,-0.06846619,-0.66238403,-0.20831299
1515654208674,2.4120483,8.027496,3.1065369,-0.28471375,0.18235779,-0.2690277
1515654208777,2.73526,8.216629,4.5957184,-0.15261841,-0.23841858,-0.16783142
1515654208880,3.1494598,8.815186,4.1049194,0.031661987,0.18556213,-0.2402649
1515654208982,2.7711792,7.80484,3.075409,-0.026916504,-0.067977905,-0.02720642
